2.3124,0.000,4.170,3.188
2.3395,0.000,4.170,3.188
2.3665,0.000,4.165,3.188
2.3936,0.000,4.165,3.188
2.4206,0.000,4.165,3.188
2.4476,0.000,4.175,3.188
2.4747,0.000,4.170,3.188
2.5017,0.000,4.155,3.188
2.5288,0.000,4.175,3.188
2.5558,0.000,4.175,3.188
2.5828,0.000,4.170,3.188
2.6099,0.000,4.175,3.188
2.6369,0.000,4.175,3.188
2.6640,0.000,4.175,3.188
2.6910,0.000,4.170,3.188
2.7181,0.000,4.170,3.188
2.7451,0.000,4.170,3.188
2.7721,0.000,4.170,3.188
2.7992,0.000,3.501,3.188
2.8262,3.804,2.383,3.188
2.8532,0.000,4.160,3.188
2.8803,3.804,3.047,3.188
2.9073,3.804,2.412,3.188
2.9344,0.000,4.146,3.188
2.9614,0.000,4.170,3.188
2.9884,0.000,4.160,3.188
3.0155,0.000,4.170,3.188
3.0425,0.000,4.175,3.188
3.0696,0.000,4.170,3.188
3.0966,0.000,4.170,3.188
3.1236,0.000,4.170,3.188
3.1507,0.000,4.170,3.188
3.1777,0.000,4.170,3.188
3.2048,0.000,4.155,3.188
3.2318,3.804,2.402,3.188
3.2588,0.000,4.111,3.188
3.2859,0.000,4.165,3.188
3.3129,3.804,2.896,3.188
3.3400,3.804,2.393,3.188
3.3670,0.000,3.320,3.184
3.3940,0.000,4.146,3.188
3.4211,0.000,3.311,3.188
3.4481,3.804,2.417,3.188
3.4752,3.804,2.773,3.188
3.5022,0.000,4.023,3.188
3.5292,3.804,3.164,3.188
3.5563,3.799,2.573,3.188
3.5833,0.000,4.155,3.188
3.6104,3.804,3.105,3.188
3.6374,3.804,2.271,3.188
3.6644,0.000,4.072,3.188
3.6915,0.000,4.160,3.188
3.7185,0.000,4.170,3.188
3.7456,0.000,4.170,3.188
3.7726,0.000,4.170,3.188
3.7996,0.000,4.170,3.188
3.8267,0.000,4.170,3.188
3.8537,0.000,4.175,3.188
3.8808,0.000,4.146,3.188
3.9078,3.804,2.515,3.188
3.9348,0.000,4.141,3.188
3.9619,0.000,4.165,3.188
3.9889,3.804,2.734,3.188
4.0160,3.804,2.202,3.188
4.0430,3.804,2.256,3.188
4.0700,3.804,2.456,3.188
4.0971,3.804,2.422,3.188
4.1241,3.804,2.373,3.188
4.1512,3.804,2.363,3.188
4.1782,3.804,2.354,3.188
4.2052,3.804,2.339,3.188
4.2323,3.799,2.329,3.188
4.2593,3.804,2.285,3.188
4.2864,3.804,2.061,3.188
4.3134,0.000,4.043,3.188
4.3404,0.000,4.150,3.188
4.3675,3.804,2.749,3.188
4.3945,3.809,2.466,3.188
4.4216,0.000,4.121,3.188
4.4486,0.000,4.146,3.188
4.4756,0.000,4.160,3.188
4.5027,0.000,4.160,3.188
4.5297,0.000,4.155,3.188
4.5568,0.000,4.160,3.188
4.5838,0.000,4.160,3.188
4.6108,0.000,4.160,3.188
4.6379,0.000,4.160,3.188
4.6649,0.000,4.160,3.188
4.6920,0.000,4.160,3.188
4.7190,0.000,4.160,3.188
4.7460,3.804,3.042,3.188
4.7731,3.804,2.261,3.188
4.8001,3.804,2.725,3.188
4.8272,0.000,4.136,3.188
4.8542,0.000,4.033,3.188
4.8812,3.804,2.407,3.188
4.9083,3.804,2.222,3.188
4.9353,0.000,3.657,3.188
4.9624,0.000,4.048,3.188
4.9894,3.799,2.944,3.188
5.0164,3.804,2.344,3.188
5.0435,3.804,2.363,3.188
5.0705,3.804,2.856,3.188
5.0976,3.804,2.974,3.188
5.1246,0.000,3.989,3.188
5.1516,0.000,4.150,3.188
5.1787,0.000,4.097,3.188
5.2057,3.804,2.676,3.188
5.2328,3.804,2.437,3.188
5.2598,3.804,2.393,3.188
5.2868,3.804,2.388,3.188
5.3139,3.804,2.534,3.188
5.3409,0.000,3.462,3.188
5.3680,3.804,2.725,3.188
5.3950,3.799,2.476,3.188
5.4220,3.804,2.476,3.188
5.4491,3.804,2.622,3.188
5.4761,3.804,2.681,3.188
5.5032,3.804,2.451,3.188
5.5302,3.804,2.427,3.188
5.5573,3.804,2.651,3.193
5.5843,3.799,2.886,3.188
5.6113,3.804,2.593,3.188
5.6384,3.804,2.480,3.188
5.6654,3.804,2.505,3.188
5.6924,3.804,2.583,3.188
5.7195,3.804,2.598,3.188
5.7465,3.804,2.573,3.188
5.7736,3.804,2.554,3.188
5.8006,3.804,2.549,3.188
5.8276,3.804,2.554,3.188
5.8547,3.804,2.471,3.188
5.8817,3.804,2.349,3.188
5.9088,0.000,4.072,3.188
5.9358,0.000,4.150,3.188
5.9628,0.000,3.506,3.188
5.9899,3.804,2.437,3.188
6.0169,3.804,2.280,3.188
6.0440,3.804,2.461,3.188
6.0710,3.804,2.515,3.188
6.0980,3.804,2.500,3.188
6.1251,3.804,2.490,3.188
6.1521,3.804,2.485,3.188
6.1792,3.804,2.480,3.188
6.2062,3.804,2.476,3.188
6.2332,3.804,2.446,3.188
6.2603,3.804,2.212,3.188
6.2873,0.000,3.345,3.188
6.3144,0.000,4.146,3.188
6.3414,0.000,3.223,3.188
6.3684,3.804,2.471,3.188
6.3955,0.000,3.774,3.188
6.4225,0.000,4.141,3.188
6.4496,0.000,3.989,3.188
6.4766,3.804,2.549,3.188
6.5037,3.799,2.456,3.188
6.5307,0.000,3.813,3.188
6.5577,0.000,3.477,3.188
6.5848,3.804,2.681,3.188
6.6118,3.804,2.554,3.188
6.6388,0.000,4.087,3.188
6.6659,0.000,4.160,3.193
6.6929,3.804,2.695,3.188
6.7200,3.804,2.212,3.188
6.7470,3.804,2.207,3.188
6.7740,0.000,4.092,3.188
6.8011,0.000,4.058,3.188
6.8281,3.804,2.485,3.188
6.8552,3.804,2.231,3.188
6.8822,3.799,3.008,3.188
6.9092,0.000,3.936,3.188
6.9363,0.000,3.271,3.188
6.9633,3.804,2.505,3.188
6.9904,3.799,2.432,3.188
7.0174,0.000,3.730,3.188
7.0445,0.000,4.150,3.188
7.0715,3.804,2.627,3.188
7.0985,0.000,4.087,3.188
7.1256,0.000,4.160,3.188
7.1526,0.000,3.584,3.188
7.1796,3.804,2.432,3.188
7.2067,3.804,2.256,3.188
7.2337,3.804,2.510,3.188
7.2608,3.799,2.588,3.188
7.2878,3.804,2.461,3.188
7.3148,3.804,2.432,3.188
